Message,Positive_Match,Negative_Match,Polarity,Keywords,Tweet_Number
AFCAl Simonfybek78 xlaureneverall KagoulKing kyleLFCgleavey SamanthaEE16 WeThaKKK BBCBreaking Except Japan South Korea and Germany Canada Australia New Zealand Singapore Thailand and Austria all seem to have a handle on it,None,None,neutral,['canada'],2243
It took a pandemic for the fire unions to finally start listening to logicYears of rheotric and propaganda out the window in the face of danger ONpoli IAFFechoTPFFAPres AMOPolicy EmergencySSC ONmunicipal ONFireChiefs OntarioPCParty OntarioNDP,None,propaganda,negative,None,2244
GurdeepPandher Oh Canada how wonderful,wonderful,None,positive,['canada'],2245
RT NightShiftMD Canada looking to disinfect used masks Dont throw them away Dr Tam Health care workers are h,None,None,neutral,['canada'],2246
CBCToronto Her father Tommy Douglas was the founder of universal healthcare in Canada,None,None,neutral,['canada'],2247
JustinTrudeau Why not passing a new law to make it mandatory instead of coming out every day and urging Canadians to follow Follow India and Singapore model Only Solution Complete nation lockdown ChineseBioterrorism Canadawillremember Canada ChinaLiedPeopleDied,None,None,neutral,['canada'],2248
RT birchtreeweb jennyrachelpal PaulLidicul GOPLeader I picked my daughter up at Dulles two weeks ago coming back from university in t,None,None,neutral,['university'],2249
RIP Liz Glanister Staff Nurse at Aintree University gone in the line of duty Thank you LivHospitals,thank,rip,neutral,['university'],2250
mira5174 Andy55759590 Its up to Canadians to do the fixing of Canada ourselves we sorely need strong leaders to get this country free of Trudeaus Global Domination attacks on us and to put our Nation back on its feet,strong,sorely,neutral,['canada'],2251
RT KVitalone Harvard University still paying Dr Lieber while hes in jail Did he help Zheng steal 21 vials of biological research mat,None,steal,negative,['university'],2252
RT DDERSS ajitxsingh MaxBlumenthal Canada is one of the worst inhumane regimes that widely support neoNazism in Ukraine WahhabiSalaf,support,worst,negative,['canada'],2253
Bhai University main yaad rekhna agar marks lene Hain to bs teacher hi theek ha Dost ask any technical question because they are not gonna answer it anyway aur apni insult samaj ke marks ke dushman ho jate hain,None,bs,negative,['university'],2254
CTVNews Can we stop with the back and forth Continuous mixed messages arent helping anyone in Canada,helping,None,positive,['canada'],2255
RT MrLekanAdigun There seem to be a political undertone to this 5G causes Covid19 outrage A 5G tower in Birmingham was burnt by an an,None,outrage,negative,None,2256
archillect News TrendingThank God for Canada4980 Tweets,None,None,neutral,None,2257
RT kyrstensinema Amazing Uarizona researchers are developing a test that can detect coronavirus in people without symptoms Thank you fo,amazing,symptoms,positive,None,2258
RT retailrecruit For our American friends who advocate for universal healthcare Kiefer Sutherlands grandad Saskatchewan Premier Tommy,premier,None,positive,None,2259
RT EmilyLazatin For people applying for the COVID19 Canada Emergency Response Benefit CERB gov is asking you to apply by birth month,benefit,emergency,neutral,['canada'],2260
jengerson AlexUsherHESA DianeMariePosts barryjcooke1 RobynUrback cdnpoi This is not a game This is real life and death so I am not prepared to strand idly by and play your game I suggest you tread litely in the current circumstances and let experts deal with deadly matters In that regard Canada is well served,regard,deadly,neutral,['canada'],2261
RT bodhibrian ajitxsingh body bags let the natives die better dead than redcanada has long history of white anti native racism,better,die,negative,None,2262
TundeTASH Dont wish us in Nigeria this PLEASE Enjoy your canada bro,enjoy,None,positive,['canada'],2263
RT paigetaylorkirk AvrilEM eliseracicot CEBourassa AilishCampbell CGTheodore emifuruya1 ScanlonLeslie SabineNolke CarolMcQu,None,None,neutral,None,2264
ohzeeoma Irunnia2 Currently undergoing mine at Ekiti State University,None,None,neutral,['university'],2265
RT LeonardRoxon Cnds watching MSM pissed with Trump regarding 3M PPE sales to Canada Trusted MSM trying to pit us against US amp embrace,trump,None,positive,['canada'],2266
If Service Canada workplaces were genuinely unsafe the answer would not be to abandon serving vulnerable Canadians but to ensure appropriate measures are taken to make them safe requiring social distancing sanitization,appropriate,vulnerable,neutral,['canada'],2267
This is university,None,None,neutral,['university'],2268
The biggest scandal since the beginning of the Covid19 pandemic in Canada is the decision to shut down Service Canada locations across the country cdnpoli,None,scandal,negative,['canada'],2269
JustinTrudeau CPHOCanada Thanks for airing this when a significant percentage of the population was involved in Sunday worship,significant,None,positive,None,2270
OshikuruMifune News TrendingThank God for Canada4980 Tweets,None,None,neutral,None,2271
RT MrStache9 Absolute nonsense just look up House Arrest in Canada,None,nonsense,negative,['canada'],2272
Canadas current COVID rankTests per capita 30thTesting rank among OECD 17th out of 36Number of confirmed cases 13thNumber of active cases 12thAnd just for fun if Outremont my arrondissement were a country confirmed cases per capita rank 4th in world,fun,None,positive,None,2273
RT darndifino DesignationSix Were lucky in Canada FauxSnooze isnt on basic cable You have to ask for it AND PAY EXTRA FOR IT,lucky,None,positive,['canada'],2274
bdeplorable ChampionMtager USPoliticsPoll Lucy24Smith Citizens who lost health coverage in past 2 weeks due to economic collapseUSA 3500000Australia 0Belgium 0Canada 0Chile 0Denmark 0Finland 0France 0Germany 0Greece 0Hungary 0Italy 0Japan 0New Zealand 0Norway 0Portugal 0S Korea 0Spain 0Sweden 0Turkey 0UK 0,None,lost,negative,None,2275
So appreciative to SpiritClub SpiritClubFit for offering an amazing Zoom fitness class for Tikvah NationalRamah participants We had 29 people from across the US and Canadakept us moving for a solid hour with plenty of time for socializing,amazing,None,positive,None,2276
RT Peacebychoco To everyone sacrifices so much to save so many thank you from the bottom of our heartsWe were so honoured to add some,thank,None,positive,None,2277
Dmixtaaa otiose94 Here let me save you the time Canada tried it and it still shames to this day No just fuck no,None,fuck,negative,['canada'],2278
GordonGChang PattyHajdu CPHOCanada Theresa Tam should resign They betrayed their country by being the pathetic puppets of China by ignoring the fact that every single number given by CCP is fake by continuously saying irresponsible words putting Canadian peoples lives in danger,None,fake,negative,None,2279
TSNSports Bo Jackson easily,None,None,neutral,None,2280
RT Jaylynnb3 Thank you to all the coaches who took the time to recruit me And a special thanks to LTCIL and LTCWBB for getting me to,thank,None,positive,None,2281
allanholloway Anderson was suggested as PM even though he was not and never would be elected as a Conservative He was elected under a National label and refused offers of safe seats when the university seats were abolished as he would have had to stand as a straight Conservative,safe,refused,negative,['university'],2282
Lean1Mclean KelvinHeppner Was thinking there might be a lot of feed grain in western Canada in the near future Might not have barns for them but nothing wrong with feeding them on the range My son just farrowed 2 sows outside the finished pigs will never see the inside of a bio barn,None,pigs,negative,['canada'],2283
TheViralTrendz What a jokeI am here and thinking is this what counties like UK USA Canada and the likes are doing to their citizens I thought at this time of pandemic our leaders will fear God and do the right thing but for most of them is business as usual What a joke,like,joke,positive,['canada'],2284
Thank you its nice hearing from you I havent heard too much recently about Canada Trudeau use to find his way into the news so frequently The nights are getting more troublesome for me as well My kitty companions are sure pulling their furry little weight,nice,troublesome,positive,['canada'],2285
TrumpWarRoom Yeah he does Trump University Trump steaks multiple casinos Hes great s,great,None,positive,['university'],2286
RT LorneNystrom A great person whom I knew personally Her first campaign was in 1944 as a 10 year old alongside her famous father Tommy,famous,None,positive,None,2287
ebethhayes Oh they really will be I know its a popular holiday destination but I dont think their health infrastructure is anything like the western worlds Apparently theyve did it to Canada and Germany too with different things I really hope not Its criminal if they did,like,criminal,positive,['canada'],2288
RT SusannarussoP Canada has been handed over to the UN AND their affiliated partners trying to replace the Canadian cultural fabric,None,None,neutral,['canada'],2289
Halifax sees the Max Boots coming in 1688,None,None,neutral,['halifax'],2290
RT ajitxsingh Canada signals that they will reject request of Indigenous leaders that Cuban doctors be allowed in the country to support,support,reject,neutral,['canada'],2291
RT TsinghuaUni Report from Tsinghua Universitys Research Center for Enterprises MampA and Development shows that the impact of the COVID,None,None,neutral,None,2292
RT TruthHammer888 This same warrior is training teams to breach bunkers What bunkers would they need to breachLifeboat FoundationJef,None,breach,negative,None,2293
RT globalnews On March 27 Ontario Premier Doug Ford asked residents in urban areas to avoid cottages and rural properties,premier,None,positive,None,2294
The flocculent spiral NGC 3521 about 40 million light years away in the constellation LeoImage ESAHubble amp NASA and S Smartt Queens University BelfastAcknowledgement Robert Gendler,None,None,neutral,['university'],2295
kathleenogrady Damn a 30 second advert though theyll only export some n95 to Canada and Mexico How very generous,generous,damn,neutral,['canada'],2296
RT MegINQ JUST IN The editor in chief of UE Dawn the official student publication of the University of the East was allegedly forced b,dawn,None,positive,['university'],2297
Mike talks with former Swiss Guardsman and author Dr Mario Enzler about his book looking back at the Catholic University Professors service to St John Paul II when he was Pope I Served a Saint on St John Paul II Connors Corner March 2020 I,saint,None,positive,['university'],2298
BetteMidler MarinaSirtis Interesting I thought you were moving to Canada nut job,interesting,None,positive,['canada'],2299
thehill She can see Canada from her back yard,None,None,neutral,['canada'],2300
Think Trump University on steroids only this time we all stand to be the victims,trump,None,positive,['university'],2301
The Most Valuable Brand in Each Country US Amazon Canada RBC UK BPplc Spain Zara France Orange Netherlands Shell Switzerland Nestle Italy Eni Germany MercedesBenz Austria redbull Sweden Ikea Finland Nokia,valuable,None,positive,['canada'],2302
lousteaus ggreenwald Beethovenlover5 Yes they are being delayed You are uninformed Canada has banned its use,None,uninformed,negative,['canada'],2303
jimjay I stay at Canada Its an online Nigerian restaurant,None,None,neutral,['canada'],2304
3M N95 masks shipments halted by realDonaldTrump We in Canada need these masks for our front line medical professionals so they can save lives here Our people say they would help our US cousins again in a 911 scenario AmericaFirst NYCLockdown seattlecovid19 Shame shame,None,shame,negative,['canada'],2305
If you have lost income because of COVID19 the Canada Emergency Response Benefit CERB will provide you with temporary income supportFor information on the Canada Emergency Response Benefit visit,benefit,emergency,negative,['canada'],2306
everevolve89 magijay ZFlowers112 neeratanden JoeBiden M4A is only ONE method to achieve UHC so please dont continue to conflate it Countries around the world with UHC have vastly different models some of which are National Health Service UK Canada some of which are single payer some of which are like ACA,like,None,positive,['canada'],2307
RT AgainstCures RichardAutism The national autisticled advocacy group in Canada is hosting online meetups twice a week Contact Autis,None,None,neutral,['canada'],2308
RT AyyPebo Were apparently also diverting medical supplies fr,None,None,neutral,None,2309
the only thing stopping me from moving to canada if we have a hunger games is the possibly of me getting a Peta as a boyfriend and living out my 5th grade fantasy,None,None,neutral,['canada'],2310
RT HaveWeAllGoneM1 Public will see large number of military personnel amp vehicles on roads around the GTA starting MondayForming a task,None,None,neutral,None,2311
RT ACTRAToronto ACTRA Toronto is deeply saddened by the loss of Shirley Douglas today Shirley gave a tremendous amount to the industry,None,loss,negative,None,2312
Hunter18111 RecklessTim AnonPatriot7 No your president had a modeling agency closed for sex trafficking minors amp his family was human trafficking in Canada apparentlyThis is why the world is furious with America now Youre supporting someone know internationally as a career criminal in the worst way,supporting,furious,negative,['canada'],2313
For a mark lee stan she sure hates Canada,None,hates,negative,['canada'],2314
Was missing michiganstateu today so tried my hand at making EatatStates Presidential Chicken My sauce was a little thick but it tasted great Who else has a favorite university mealdishdessert SpartansWill GoGreen,great,None,positive,['university'],2315
RT drummondcreek When people ask why Canada still has the Queen as head of state I will just play them this Many countries wish they ha,None,None,neutral,['canada'],2316
RT ruralcolonialNS Black people already struggle to breathe in Canada Ignoring us during this COVID19 crisis will only make it,None,struggle,negative,['canada'],2317
RT CanadianPM The Government of Canada has introduced a single benefitthe Canada Emergency Response Benefitto help workers who have los,None,emergency,negative,['canada'],2318
RT 1nthegarden NEW RELEASE YouOil on canvas16 x 20 inchesThis wonderful piece is only 65 CAD ShippingIf outside C,wonderful,None,positive,None,2319
Trudeau must have phoned Twitter cowardofthecottage is not in the top 20 Canada Trends now,top,None,positive,['canada'],2320
when will the dairy farmers of canada stop judging me for being up at 4am,None,None,neutral,['canada'],2321
BenBernatz CoastalElite28 And joining Canada,None,None,neutral,['canada'],2322
Only a university will pay you then ask you to donate that shit back,None,shit,negative,['university'],2323
RT WhitgiftSchool1 Whitgift DTE teacher Mr Wendes has ingeniously created a quick to manufacture visor now approved as PPE by Croydon Un,ingeniously,None,positive,None,2324
RT incognitonunya whatifisaidit The Queen is an eloquent beautiful ladyShe delivered a speech to Canada and I wont lie I teared u,beautiful,lie,positive,['canada'],2325
RT breezyaj18 Missing my university a little bit more than usual today ncat,None,None,neutral,['university'],2326
bernabemmm ONUes Make America Great Again,great,None,positive,None,2327
RT narasimhaco mlevchin MaxCRoser We are headed for clinical trials on this proposal shortly,None,None,neutral,None,2328
RT gmacofglebe Thinking of my grandmothers stories of Canada during WWll in light of the Queens nod to Vera Lynns we will meet again,None,None,neutral,['canada'],2329
RT CrusaderX13 ForbesLorne Natalia01Mateo CPHOCanada I guess diversity is not our strength when we tolerate foreigners in critical po,None,critical,negative,None,2330
RT CBCCalgary Work camp operator filling need for COVID19 field hospitals testing centres,work,None,positive,None,2331
protec7RJ since this quarantine I wanted to learn Korean from this online university,None,None,neutral,['university'],2332
RT BeYour0wnLeader SARSCoV2 vaccine progress moving rapidly Flinders University Australia,progress,None,positive,['university'],2333
In case you didnt know Canada has these too,None,None,neutral,['canada'],2334
RT MathesonBret NorthBelle4 MoDimwit I did It was funny I couldnt get a full sentence out before Id be called on not being Canadian,None,funny,negative,None,2335
RT KicksDeals The recently released university goldbattle blue Nike Air Max 90 recrafted retro is 30 OFF at 90 FREE shipping with yo,free,None,positive,['university'],2336
shameless self promotion time I run a shitty podcast about how the economy is shit please check it out so I can pretend to university staff I did something of note during lockdown,None,pretend,negative,['university'],2337
FairQuestions nspector4 Is that a rhetorical question You know deep down Eastern Canada doesnt care How long have you been trying to get people to care about foreign funded environmental collusion When you really think about it this who Canada thing is a sham,None,sham,negative,['canada'],2338
RT Everton4Life What is most despicable is that this is happening in a democracy like Canada One where you are supposed to feel that you,like,despicable,neutral,['canada'],2339
Nice to meet you allYou need a legit sugar daddy DM and get surprise with the first allowance and no gift loyal baby from should should text mesugardaddyneeded sugardaddywantedasap Text me on Whatsapp 14702071761 CashAppFriday cashapp Canada usaCoronavirus,nice,None,positive,['canada'],2340
RT HaveWeAllGoneM1 Service Canada shut down last weekHighlypaid union employees that could easily manage distancing allowed to stay hom,None,None,neutral,['canada'],2341
Seattle Pacific University Office of the President amp The Commencement Team PostPoned Graduation for CO 2020 Sign the Petition via Change,None,None,neutral,['university'],2342
RT SafewayCanada To grocery workers across Canada and the world we thank you In these uncertain times we are grateful we can depend on,thank,uncertain,positive,['canada'],2343
Bill Gates held a speech at a Canada UniversityHe said the key to going forward is for everyone to downsize Eat less spend less take vaccines and procreate less for the world to be a better placeAfter he went to McDs ordered everything ate 1 burger amp threw the rest,better,None,positive,['canada'],2344
RT bravorodriguez1 DavidBegnaud The university and its resources both human and otherwise once again prove their worth Yet they sti,worth,None,positive,['university'],2345
Okay but my schedule still sounds like a race against time Zoom University is too much to handle tbh,like,None,positive,['university'],2346
RT Pulsa48 BBC News New York new coronavirus cases dropping for first time,None,None,neutral,None,2347
Coronavirus deathsItaly 15887Spain 12418US 9504France 8078UK 4934Iran 3603China 3329Netherlands 1766Germany 1575Belgium Switzerland 715Turkey 574Brazil 460Sweden 428Portugal 295Canada 277Austria 204Indonesia 198World 68150,None,None,neutral,None,2348
RT TruthHammer888 Damn backing up to the mysterious book again It has no chapter 17Freakin clues left all over,None,damn,negative,None,2349
Crocus Vernus Flowerscrocus crocusvernus flowers purple white yellow green gardening garden landscaping spring kelowna explorebc travel instadaily insta instagarden shotoniphone canada,None,None,neutral,['canada'],2350
MunaNawabit1 Im in Canada our numbers are low but I will begin to soon,None,None,neutral,['canada'],2351
chenweihua Everything China did is to strong the CCP s power including making a wrong data about the China Virus so Canada like to follow it,strong,virus,neutral,['canada'],2352
CanadaSpecialA1 hopefully going to be going underground to save the kids soon,None,None,neutral,None,2353
RT Harryslaststand That is so sad She was a wonderful actress compassionate human being and the daughter of Tommy Douglas who set the f,wonderful,sad,positive,None,2354
RT trbouma Canada Enabling SelfSovereign Identity,None,None,neutral,['canada'],2355
RT HaddisMT 510Stanford University Free Online CoursesLink,free,None,positive,['university'],2356
DeleMomodu 0122199874 GTB AKINYEMI David OLAMIDELAGOS STATE UNIVERSITY with matric number 11000143031God bless you sir,bless,None,positive,['university'],2357
RT levinepmc Would Canada ever consider such a move We all know the answer to this one No need to waste your time even thinking about i,None,waste,negative,['canada'],2358
peaceandteachin GeminijlwWilson JimJordan is such a total douchebag He enabled a sexual predator while a Wrestling Coach at Ohio State university and he is enabling a sexual predator in the White House Now It is time for Ohio Voters to end Rep Jim Jordans political career Stop voting for NaziGOP,None,douchebag,negative,['university'],2359
Sigh I think Im gonna go ahead and pay 200 to apply for university,None,None,neutral,['university'],2360
RT AteRafiei CTVNews Canada get to know your beloved neighbor And also get to know how Iran feels with the inhumane sanctions affe,beloved,inhumane,neutral,['canada'],2361
RT johnnyk20001 Public Safety Commissioner Chris Harris cuts off and embarrasses MayorAdler brushes off the rape and murder of a young,None,rape,negative,None,2362
RT DianeMariePosts Pierre Poilievre asserts that businesses cant collect Canada Emergency Response Benefit Wrong The legions of Canadi,benefit,emergency,negative,['canada'],2363
RT 31Lonewolf RealKiefer So sorry for your loss I met your mom a few time at the Regina international airport where I worked She love,love,sorry,neutral,None,2364
NorthBelle4 MoDimwit I did It was funny I couldnt get a full sentence out before Id be called on not being Canadian And the way I said out made you guys crack up But was treated beyond fair and got to see how gracious Canadians are Oh and you kind off love your hockey night in Canada,fair,crack,positive,['canada'],2365
Antiparasitic drug Ivermectin inhibits SARSCoV2 virus in 48 hours in vitro Monash University researchers,None,virus,negative,['university'],2366
Im avoiding the album like Im avoiding university work Kmt,work,None,positive,['university'],2367
RT chriskotulak funnyhorse Yes They arrive each year in late February and leave in late March Both the Canada geese and I are happy to,happy,None,positive,['canada'],2368
linkex92 Hi Im The Chromatroid Currently a university student who does art in their spare time I sometimes do commissions Allow me to promoteCeciscreams DroolingDemon perplexedcam WelpWhyNot Rochasaurusrex beabarges vstheuni Hrbbit,None,None,neutral,['university'],2369
itsmepooky Our teams received clear social distancing measures to apply when hiring and training associates which include carrying video interviews and training when possible If inperson meetings are required all appropriate hygiene and social distancing practices are followed,clear,None,positive,None,2370
RT believecoach 8 I always thought this was odd A Canadian couple murdered What did their company make H,None,odd,negative,None,2371
ADUniversity JoeBurrow10 NavigateRes INFLCR andyhre NCPANOW CAPAssociation DarrenHeitner ByBerkowitz GoodmanHoops JonRothstein DanWetzel jassievers Joey worth at least 2mil,worth,None,positive,None,2372
NAkufoAddo please give every university student free GPA na yabr3,free,None,positive,['university'],2373
CTVNews I guess they shoulda saved for a Rainey day Oops I forgot thats only what they say to people in western Canada unable to find jobs Damon near 34 of Canada going to be unable to find a job if everything is considered non essentials,None,unable,negative,['canada'],2374
facilitythe University plans to build new facilities,None,None,neutral,['university'],2375
stevec1970 Meanwhile in Canada throwing at every breathing body but seniors and low income,None,None,neutral,['canada'],2376
JoelSwiftWWE Canada Dry and Crush,None,crush,negative,['canada'],2377
weedstreet420 ONCannabisStore Are they that stupid Wow its no wonder legal MJ has been a train wreck in Canada They had a real opportunity to set the standard for how a country should legalize,wow,stupid,neutral,['canada'],2378
RT UberFacts Having sex once or twice a week can strengthen your immune system,None,None,neutral,None,2379
A powerful address by Her Majesty The Queen of the Commonwealth and the UK on COVID19 via God bless the Queen QueensSpeech ElizabethII Commonwealth Canada UK,powerful,None,positive,['canada'],2380
BEBEST45 seanhannity Trump bankrupt America before the coronovirus and market crash with a DEBTGDP of 107 Numbers dont lie Suggest you learn them Positive vibes from Canada,positive,bankrupt,negative,['canada'],2381
rtenews andyroddick TennisChannel LoveAll A university student in Ireland raised over 40000 for frontline healthcare workers fighting COVID19 by completing a marathon length run in his garden He had never ran more than 6 miles before,None,None,neutral,['university'],2382
Opinion Thank God for Canada The New York Times,thank,None,positive,['canada'],2383
Debut race in ZenithOnlineF1 complete P1 finish and fastest lap on the hard tyres Canada next week which isnt nearly as strong a track for me,strong,hard,positive,['canada'],2384
Big brand sunglasses 24hour discountJustinsSparks gafanitajuan9 HeroldAlina kidrahuII March1stOntario plankingonbiebs DaSexyBieb ACSTCANADA SimplicityBitch JustinG97228878,None,None,neutral,None,2385
Ottawa looks to Kushner US trade officials to resolve medical equipment dispute Core of this push sources say is PMschief of staff Katie Telford who is trying to leverage her relationship with Trumpssoninlaw and advisor KushnerCovid19 N95,leverage,dispute,neutral,None,2386
RT EverywhereTrip Canadas UNESCO World Heritage Sites worldheritage unesco canada explorecanada,None,None,neutral,['canada'],2387
RT cbcfreshair LISTEN How to stay mentally healthy right now with DrKatyKamkar She is a clinical psychologist at the CAMHnews and an,right,None,positive,None,2388
JeffreyGuterman ORANGE MAN BADRONALD FRUMPCONNELD SLUMPFONNALD GLUMP,None,None,neutral,None,2389
haliwell51 kandrusky albertaNDP shandro Docs in AB are NOT the highest paid in Canada and this NOT a lowcost province Look at any source OTHER than the UCP They spin and lie constantly,None,lie,negative,['canada'],2390
RT Danmathieson If you know of or have an autoclave please let FlavioVolpe1 know ASAP it could be a way to resterilize N95 masks amp hel,None,None,neutral,None,2391
The day after a collective meditation New York new coronavirus cases dropping for first time,None,None,neutral,None,2392
RT VictoriaNews Canada looking to disinfect used masks Dr Tam asks they not be thrown away,None,None,neutral,['canada'],2393
LunaLune18 hillmeg Canada is North Americas middle child,None,None,neutral,['canada'],2394
RT adarchives1 2020AAW is next week Check out our new website and let us know what you think It features lots of newly digitized mater,None,None,neutral,None,2395
Disaster warning if migrant farm workers not protected BC News BylandsGardener Again I am wondering why the migrantworkers not isolated when they arrived into canada on march12 Working alongside locals and then the locals coming into contact wWB,None,disaster,negative,['canada'],2396
RT BijouxQuebec Need some distractions Please visit my little shopHope that everyone is safe jewelry jewe,safe,None,positive,None,2397
RT UniforTheUnion The world is changing fast Unifors leadeship research and communications departments are working to bring members th,fast,None,positive,None,2398
stevehanke Hahahahahah the erdogan fucked up even more So did Imran khan So did Switzerland So did Spain So bolsenaro So did Boris Johnson So did Xi jinping So did Scott Morrison So did trump Norway is fcked too Iceland too Belgium Italy and Canada are even worse,trump,worse,neutral,['canada'],2399
This may sound dumb but I love Kaytranada madly in love So I refused to listen to his latest album because I was saving it for the last day of university as like a celebration and now Ive ruined it for myself because Uni is a mess and Ive attached the album to uni,celebration,mess,negative,['university'],2400
NetflixANZ cwdynasty What about in Canada,None,None,neutral,['canada'],2401
kubotamaria44 Hi thank you for your question We are currently working on making the products available online in the next few weeks,thank,None,positive,None,2402
AshChaChaHeels GabDan CBCNews Why would we retaliate when Navarro already told Tucker Carlson on Fox that 3M would be able to send some masks to our friends in Mexico and Canada Why would a Canadian leader risk our most important trade relationship over one supposed slight,important,retaliate,negative,['canada'],2403
RT DragonForceOne HillaryClinton Mexico has Voter ID Laws to reduce VOTER FRAUD So does Canada Arent you DELIGHTED that our wonderfu,delighted,fraud,neutral,['canada'],2404
RT ArreTweets Powered by WhatsApp University Sound on 9bje9minutes,None,None,neutral,['university'],2405
Raoulgmi To say that the intense constraints that COVID has placed on the supply capacities could not induce costpush seems reaching Here is NiallCMcGee on Canadas trucking industry trucking being a good proxy for general activity,good,intense,neutral,None,2406
Thank God for Canada is trendingIts arrogant to act superior than America just because youre Canadian Im Canadian I feel sad for the Americans suffering by the hands of their broken systemNobody can chose what country theyre born in,thank,sad,negative,['canada'],2407
leenmostapha Thats the only one I REALLY want him to watch but Netflix Canada doesnt have it and I cant find it anywhere with English subtitles urgh,None,None,neutral,['canada'],2408
RT HazelEros Tommy Douglas daughter dies At the time when the world is in a healthcare crisis had her father,None,dies,negative,None,2409
RandyCole13 RupertLeFrac CNNSotu jaketapper Randy your degree from trump university suits you well So happy my son who is in the navy never had the displeasure of having you as his officer Captain Crozier is a HERO and MANY Americans agree with me You on the other hand,hero,displeasure,positive,['university'],2410
RT nspector4 Let this sink in Taiwan began screening passengers arriving from China on Dec 31 US intel agencies began briefing Trump on,trump,sink,neutral,None,2411
RT TNorrisNU Canada has the 13th highest number of COVID19 cases in the world We have the 39th highest population in the world To say,None,None,neutral,['canada'],2412
RT Levantinian you learn sm on Twitter university,None,None,neutral,['university'],2413
TraderPamplona Isnt the highest EI in Canada around 550 Cdn or so a week Is it higher if you have dependents as I did not see that when filling out questionnaire to file,None,None,neutral,['canada'],2414
I absolutely LOVED Shirley Douglas in WindatmyBack A strong forceful woman during the depression in Canada May she Rest In Peace RealKiefer,strong,depression,positive,['canada'],2415
nspector4 Yes it looks like his sights on the UN starting turning towards Canada Nice of him,nice,None,positive,['canada'],2416
RT SajDevshi hmtreasury how about fixing the glaring loophole and allowing newstarterfurlough Tens of thousands affected while RishiS,None,loophole,negative,None,2417
mindstatex Dont count chickens yet China needs to export to win US and Canada are big consumers of Chinese exports The war being fought is a currency war even Hong Kong can be seen through the currency war lens Local inflation is like an attack on China slow exports a loss,like,loss,negative,['canada'],2418
Edmonton community league project keeps residents connected during pandemic yeg COVID19 Love how sense of community is strengthening,love,None,positive,None,2419
Premier infuriated by Trump says Canada helped US amId 911,helped,infuriated,positive,['canada'],2420
RT CBCAlerts Justin Trudeau says Canada is ramping up domestic production of PPE but conversations with the continue He says both,None,None,neutral,['canada'],2421
RT ShawnMcKillop Way to go HWDSB student from Norwoodhwdsb Arjun Ram for such excellent reporting Hes a natural and helping to co,helping,None,positive,None,2422
JHMSparky Lol Canada Goose,None,None,neutral,['canada'],2423
karenmcgrane cydharrell In my office in the basement of the university administration building,None,None,neutral,['university'],2424
in reality call police or security well paid university educated intelligent with culture behavior,intelligent,None,positive,['university'],2425
RT AteRafiei Canada get to know your beloved neighbor And also get to know how Iran feels with the inhumane sanctions affecting its,beloved,inhumane,neutral,['canada'],2426
PnxNotDed I grew up in Detroit When I was 19 we would go to Canada to drink Mikes Hard was only available in Canada back then We used to drink it like crazy back then It holds a special dumb place in my heart,available,crazy,negative,['canada'],2427
HarriePalmer 3YearLetterman realDonaldTrump Yeah wasnt he from Iceland Didnt he discover Canada,None,None,neutral,['canada'],2428
martincompston BBCOne Will this be on Net Flix Canada,None,None,neutral,['canada'],2429
RT SaskHealth Physical distancing along with hand hygiene is one of the most effective ways to protect yourself and others from COVID1,effective,None,positive,None,2430
RT OgaWilly007 Now Out Oga willy Series Episode 4 Effects of ASUUCorona on University Students Full Clip,None,None,neutral,['university'],2431
RT apoxon Heads up Canadian friendsIf youre planning to apply for the COVID19 benefit package on Monday your birthmonth det,benefit,None,positive,None,2432
69 cases in Alberta today for a provincial total of 1250 COVIDCanada,None,None,neutral,None,2433
RT MaRSDD From disinfecting iPhones to creating health chatbots heres how Canadian startups are tackling the COVID19 pandemic,None,None,neutral,None,2434
tedcruz What would it take to demonstrate to you my good will A few Trump That Bitch Lock Her Up Send Them Back I Promise You Mexico Will Pay for the Wall Well Nuke Canada I Can See in the Childrens Eyes Which Ones Will Become Gang Members,trump,bitch,positive,['canada'],2435
MouniraBadro kayslobodnik AvrilEM eliseracicot CEBourassa AilishCampbell CGTheodore emifuruya1 ScanlonLeslie SabineNolke CarolMcQueen CharetteCarolin LisaRiceMadan LGaladza AyeshaRekhi SdBdip canjenmay NellStewart KevRex AmbLisaHelfand AmbPoupart CanadaDenmark DKambCanada vaalexan algrant614 gilmourwendy JulieNormandP CanCGAtlanta NadiaBCanada CAFinUS blaislouise MarcyGrossman DunlopBruce JaniceCharette MGrantCanada KirstenHillmanA jeffnankivell jacquioneill HudonIsabelle KendalHembroff AliaDedhar Thx Mounira for checking in All good on my end StayHomeSD Just finished my SD update and about to do whatis doing How you doin SandraShaddick B2Blinker GuillaumeCanada pcourcelles tweissenburger RobHunterTCS tcowl ScottGiesbrecht WidmerBobyk StayHomeCanada,good,None,positive,None,2436
TomTSEC ErinOTooleMP I believe the CPCHQ is too heavily invested in globalist policies Reversing course means Harper got it wrong Instead they will double down along with the Liberals whether it works or not peoplespca is the only party in Canada thats not politically bound to this ideology,works,wrong,neutral,['canada'],2437
Yukon to provide free cellphones to women in vulnerable situations amid COVID19 pandemic,free,vulnerable,neutral,None,2438
